,Unnamed: 0,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
256,256,"Coorg Institute of Dental Sciences, Coorg",Virajpet,Karnataka,MDS Paedodontics and Preventive Dentistry,3 years,Full time,3.0,PG,10.56 lakhs,(DCI) Dental Council of India,"Candidates who have completed their Undergraduate Dental education in India from a dental college/institute duly recognized as per the provisions of the Dentists' Act, 1948 are eligible for MDS.The candidates should have completed Compulsory Rotatory Internship by 31 March.Candidates should have obtained permanent registration with the Dental Council of India or any of the State Dental Council or should obtain the same within one month from the date of admission.Candidates who did their Undergraduate Dental education outside India should have special permission from DCI.All Candidates should be qualified in NEET - MDS.","Master of Dental Surgery (MDS) in Paedodontics and Preventive Dentistry is three years (6 Semesters) Postgraduate program in dental science affiliated with Rajiv Gandhi University of Health Sciences, Bangalore and approved by Dental Council of India."
257,257,"Coorg Institute of Dental Sciences, Coorg",Virajpet,Karnataka,MDS Periodontology and Implantology,3 years,Full time,6.0,PG,10.56 lakhs,(DCI) Dental Council of India,"Candidates who have completed their Undergraduate Dental education in India from a dental college/institute duly recognized as per the provisions of the Dentists' Act, 1948 are eligible for MDS.The candidates should have completed Compulsory Rotatory Internship by 31 March.Candidates should have obtained permanent registration with the Dental Council of India or any of the State Dental Council or should obtain the same within one month from the date of admission.Candidates who did their Undergraduate Dental education outside India should have special permission from DCI.All Candidates should be qualified in NEET - MDS.","Master of Dental Surgery (MDS) in Periodontology and Implantology is three years (6 Semesters) Postgraduate program in dental science affiliated with Rajiv Gandhi University of Health Sciences, Bangalore and approved by Dental Council of India."
258,258,"Coorg Institute of Dental Sciences, Coorg",Virajpet,Karnataka,MDS Prosthodontics and Crown and Bridge,3 years,Full time,6.0,PG,10.56 lakhs,(DCI) Dental Council of India,"Candidates who have completed their Undergraduate Dental education in India from a dental college/institute duly recognized as per the provisions of the Dentists' Act, 1948 are eligible for MDS.The candidates should have completed Compulsory Rotatory Internship by 31 March.Candidates should have obtained permanent registration with the Dental Council of India or any of the State Dental Council or should obtain the same within one month from the date of admission.Candidates who did their Undergraduate Dental education outside India should have special permission from DCI.All Candidates should be qualified in NEET - MDS.","Master of Dental Surgery (MDS) in Prosthodontics and Crown and Bridge is three years (6 Semesters) Postgraduate program in dental science affiliated with Rajiv Gandhi University of Health Sciences, Bangalore and approved by Dental Council of India."
259,259,"Coorg Institute of Dental Sciences, Coorg",Virajpet,Karnataka,MDS Public Health Dentistry,3 years,Full time,3.0,PG,10.56 lakhs,(DCI) Dental Council of India,"Candidates who have completed their Undergraduate Dental education in India from a dental college/institute duly recognized as per the provisions of the Dentists' Act, 1948 are eligible for MDS.The candidates should have completed Compulsory Rotatory Internship by 31 March.Candidates should have obtained permanent registration with the Dental Council of India or any of the State Dental Council or should obtain the same within one month from the date of admission.Candidates who did their Undergraduate Dental education outside India should have special permission from DCI.All Candidates should be qualified in NEET - MDS.","Master of Dental Surgery (MDS) in Public Health Dentistry is three years (6 Semesters) Postgraduate program in dental science affiliated with Rajiv Gandhi University of Health Sciences, Bangalore and approved by Dental Council of India."
260,260,"Drs Sudha and Nageswara Rao Siddhartha Institute of Dental Sciences, Gannavaram Mandal, Krishna",Chinna Avutapalli,Andhra Pradesh,BDS,5 years,Full time,100.0,UG,20 lakhs,(DCI) Dental Council of India,Candidate should have passed 10+2 with minimum 50% marks in PCB and pass marks in English.,"Bachelor of Dental Surgery (BDS) course is the duration of 5 years, which include 4 years of curriculum plus 1 year of rotating internship. affiliated with Dr NTR University of Health Sciences, Vijayawada and approved by Dental Council of India."
261,261,"Drs Sudha and Nageswara Rao Siddhartha Institute of Dental Sciences, Gannavaram Mandal, Krishna",Chinna Avutapalli,Andhra Pradesh,MDS Conservative Dentistry and Endodontics,3 years,Full time,5.0,PG,,(DCI) Dental Council of India,The candidate should have MBBS degree.,"Master of Dental Surgery in Conservative Dentistry and Endodontics is a three year full time course. Affiliated to Dr NTR University of Health Sciences, Vijayawada and approve by DCI."
262,262,"Drs Sudha and Nageswara Rao Siddhartha Institute of Dental Sciences, Gannavaram Mandal, Krishna",Chinna Avutapalli,Andhra Pradesh,MDS Oral Medicine and Radiology,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,The candidate should have MBBS degree.,"Master of Dental Surgery in Oral Medicine and Radiology is a three year full time course. Affiliated to Dr NTR University of Health Sciences, Vijayawada and approve by DCI."
263,263,"Drs Sudha and Nageswara Rao Siddhartha Institute of Dental Sciences, Gannavaram Mandal, Krishna",Chinna Avutapalli,Andhra Pradesh,MDS Oral Pathology and Microbiology,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,The candidate should have MBBS degree.,"Master of Dental Surgery in Pathology and Microbiology is a three year full time course. Affiliated to Dr NTR University of Health Sciences, Vijayawada and approve by DCI."
264,264,"Drs Sudha and Nageswara Rao Siddhartha Institute of Dental Sciences, Gannavaram Mandal, Krishna",Chinna Avutapalli,Andhra Pradesh,MDS Oral and Maxillofacial Surgery,3 years,Full time,5.0,PG,,(DCI) Dental Council of India,The candidate should have MBBS degree.,"Master of Dental Surgery in Oral and Maxillofacial Surgery is a three year full time course. Affiliated to Dr NTR University of Health Sciences, Vijayawada and approve by DCI."
265,265,"Drs Sudha and Nageswara Rao Siddhartha Institute of Dental Sciences, Gannavaram Mandal, Krishna",Chinna Avutapalli,Andhra Pradesh,MDS Orthodontics and Dentofacial Orthopedics,3 years,Full time,5.0,PG,,(DCI) Dental Council of India,The candidate should have MBBS degree.,"Master of Dental Surgery in Orthodontics and Dentofacial Orthopedics is a three year full time course. Affiliated to Dr NTR University of Health Sciences, Vijayawada and approve by DCI."
266,266,"Drs Sudha and Nageswara Rao Siddhartha Institute of Dental Sciences, Gannavaram Mandal, Krishna",Chinna Avutapalli,Andhra Pradesh,MDS Pedodontics and Preventive Dentistry,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,The candidate should have MBBS degree.,"Master of Dental Surgery in Pedodontics and Preventive Dentistry is a three year full time course. Affiliated to Dr NTR University of Health Sciences, Vijayawada and approve by DCI."
267,267,"Drs Sudha and Nageswara Rao Siddhartha Institute of Dental Sciences, Gannavaram Mandal, Krishna",Chinna Avutapalli,Andhra Pradesh,MDS Periodontics and Implantology,3 years,Full time,5.0,PG,,(DCI) Dental Council of India,The candidate should have MBBS degree.,"Master of Dental Surgery in Periodontics and Implantology is a three year full time course. Affiliated to Dr NTR University of Health Sciences, Vijayawada and approve by DCI."
268,268,"Drs Sudha and Nageswara Rao Siddhartha Institute of Dental Sciences, Gannavaram Mandal, Krishna",Chinna Avutapalli,Andhra Pradesh,MDS Prosthodontics,3 years,Full time,5.0,PG,,(DCI) Dental Council of India,The candidate should have MBBS degree.,"Master of Dental Surgery in Prosthodontics is a three year full time course. Affiliated to Dr NTR University of Health Sciences, Vijayawada and approve by DCI."
269,269,"Drs Sudha and Nageswara Rao Siddhartha Institute of Dental Sciences, Gannavaram Mandal, Krishna",Chinna Avutapalli,Andhra Pradesh,Master of Dental Surgery (MDS),3 years,Full time,24.0,PG,,(DCI) Dental Council of India,BDS passed,<p>This is a three year full time course offers by Drs. Sudha &amp; Nageswara Rao Siddhartha Institute of Dental Sciences</p>
270,270,"Himachal Institute of Dental Sciences, Paonta Sahib",Paonta Sahib,Himachal Pradesh,Bachelor of Dental Surgery (BDS),5 years,Full time,100.0,UG,,(DCI) Dental Council of India,"Should have passed higher secondary examination or which is equivalent to 10+2 Higher Secondary Examination after a period of 12 years study. Should have passed higher secondary examination, 10+2",<p>This is a five year full time course offers by Himachal Institute of Dental Sciences</p>
271,271,"Himachal Institute of Dental Sciences, Paonta Sahib",Paonta Sahib,Himachal Pradesh,Master of Dental Surgery (MDS),3 years,Full time,21.0,PG,,(DCI) Dental Council of India,"BDS degree from a college and university recognised by the Dental Council of India, New Delhi.",<p>This is a three year full time course offers by Himachal Institute of Dental Sciences</p>
272,272,"Manipal College of Dental Sciences, Mangalore",Mangaluru,Karnataka,BDS,5 years,Full time,100.0,UG,23.04 lakhs,(DCI) Dental Council of India,"Pass in 10+2, A level, IB, American 12th grade or equivalent with Physics, Chemistry, Biology and English individually with a minimum of 50% marks in Physics, Chemistry and Biology taken together.","Bachelor of Dental Surgery (BDS) course is the duration of 5 years, which include 4 years of curriculum plus 1 year of rotating internship. offered by Manipal University, Manipal and approved by Dental Council of India. "
273,273,"Manipal College of Dental Sciences, Mangalore",Mangaluru,Karnataka,MDS Oral Medicine,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,,
274,274,"Manipal College of Dental Sciences, Mangalore",Mangaluru,Karnataka,MDS Oral and Maxillofacial Surgery,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,BDS,"<p>This is a three year full time course offers by Manipal College of Dental Sciences, Mangalore</p>"
275,275,"Manipal College of Dental Sciences, Mangalore",Mangaluru,Karnataka,MDS Pedodontics and Preventive Dentistry,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,,
276,276,"Manipal College of Dental Sciences, Mangalore",Mangaluru,Karnataka,MDS Periodontology,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,,
277,277,"Manipal College of Dental Sciences, Mangalore",Mangaluru,Karnataka,MDS Prosthodontics and Crown and Bridge,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,,
278,278,"Navodaya Dental College and Hospital, Navodaya Nagar",Raichur,Karnataka,BDS,5 years,Full time,100.0,UG,17.16 lakhs,(DCI) Dental Council of India,"A pass in 12th standard or equivalent examination with Physics, Chemistry and Biology/ Bio-Technology as optional subjects and English as one of the languages of study, with at least 50% marks in aggregate of optional subjects.
The candidate should have completed 17 years of age as on December 31 of the year of admission.","Bachelor of Dental Surgery (BDS) course is the duration of 5 years, which include 4 years of curriculum plus 1 year of rotating internship. affiliated with Rajiv Gandhi University of Health Sciences, Bangalore and approved by Dental Council of India.
Govt. Quota fees- 49,500/- per yar (INR)."
279,279,"Navodaya Dental College and Hospital, Navodaya Nagar",Raichur,Karnataka,MDS Oral and Maxillofacial Surgery,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,BDS,<p>This is a three year full time course offers by New Horizon Dental College &amp; Research Instiute</p>
280,280,"Navodaya Dental College and Hospital, Navodaya Nagar",Raichur,Karnataka,MDS Prosthodontics and Crown and Bridge,3 years,Full time,2.0,PG,,(DCI) Dental Council of India,,
281,281,"Rama Dental College Hospital and Research Centre, Kanpur",Kanpur,Uttar Pradesh,BDS,5 years,Full time,100.0,UG,11.6 lakhs,(DCI) Dental Council of India,"Candidate must have secured not less than 50% at the Intermediate or an equivalent level from a Government or any recognized private institute with Physics, Chemistry, Biology and English as the main subjects.","The Bachelor of Dental Surgery (BDS) degree course aims to make a skilled dentist of future who is well-versed in working as per the safety measures and effectively diagnose as well as suggest patients on their respective concerns. The curriculum of the course explains students about prevention, treatment and oral diseases. The BDS course at Rama University comprises informative lectures, visual demonstrations, group discussions, educational seminars, clinical work and c"
282,282,"Rama Dental College Hospital and Research Centre, Kanpur",Kanpur,Uttar Pradesh,Master of Dental Surgery (MDS),3 years,Full time,38.0,PG,,(DCI) Dental Council of India,A recognized degree of BDS (Bachelor of Dental Surgery) awarded by an Indian University in respect of recognized Dental College.,"<p>This is a three year full time course offers by Rama Dental College, Hospital &amp; Research Centre</p>"
283,283,"Cancer Institute, Adyar",Chennai,Tamil Nadu,M. Ch Surgical Oncology,3 years,Full time,,PG,,(MCI) Medical Council of India,The candidate should have MS degree.,Master of Chirurgiae Surgical Oncology it is a full time three year course.
284,284,"Cancer Institute, Adyar",Chennai,Tamil Nadu,M. Phil Psycho Oncology,2 years,Full time,,PG,,(MCI) Medical Council of India,The candidate should have postgraduate degree.,Master of Philosophy in Psycho-Oncology it is a full time 2 year course.
285,285,"The Oxford Dental College and Hospital, Bangalore",Bengaluru,Karnataka,MDS Conservative Dentistry,3 years,Full time,8.0,PG,,(DCI) Dental Council of India,A candidate for admission to the MDS course (Master of Dental Surgery) must have a degree of BDS (Bachelor of Dental Surgery) of an Indian University or an equivalent qualification recognized by the Dental Council of India and completed the compulsory rotary internship on or before 30th April of year of admission.,"MDS Conservative Dentistry is full time three year post graduate course, approved by Dental Council of India"
286,286,"The Oxford Dental College and Hospital, Bangalore",Bengaluru,Karnataka,MDS Oral Medicine and Radiology,3 years,Full time,6.0,PG,,(DCI) Dental Council of India,A candidate for admission to the MDS course (Master of Dental Surgery) must have a degree of BDS (Bachelor of Dental Surgery) of an Indian University or an equivalent qualification recognized by the Dental Council of India and completed the compulsory rotary internship on or before 30th April of year of admission.,"MDS Oral Medicine and Radiology is full time three year post graduate course, approved by Dental Council of India"
287,287,"The Oxford Dental College and Hospital, Bangalore",Bengaluru,Karnataka,MDS Oral Pathology and Microbiology,3 years,Full time,7.0,PG,,(DCI) Dental Council of India,A candidate for admission to the MDS course (Master of Dental Surgery) must have a degree of BDS (Bachelor of Dental Surgery) of an Indian University or an equivalent qualification recognized by the Dental Council of India and completed the compulsory rotary internship on or before 30th April of year of admission.,"MDS Oral Pathology and Microbiology is full time three year post graduate course, approved by Dental Council of India"
288,288,"The Oxford Dental College and Hospital, Bangalore",Bengaluru,Karnataka,MDS Oral and Maxillofacial Surgery,3 years,Full time,8.0,PG,,(DCI) Dental Council of India,A candidate for admission to the MDS course (Master of Dental Surgery) must have a degree of BDS (Bachelor of Dental Surgery) of an Indian University or an equivalent qualification recognized by the Dental Council of India and completed the compulsory rotary internship on or before 30th April of year of admission.,"MDS Oral and Maxillofacial Surgery is full time three year post graduate course, approved by Dental Council of India"
289,289,"The Oxford Dental College and Hospital, Bangalore",Bengaluru,Karnataka,MDS Orthodontics,3 years,Full time,8.0,PG,,(DCI) Dental Council of India,A candidate for admission to the MDS course (Master of Dental Surgery) must have a degree of BDS (Bachelor of Dental Surgery) of an Indian University or an equivalent qualification recognized by the Dental Council of India and completed the compulsory rotary internship on or before 30th April of year of admission.,"MDS Orthodontics is full time three year post graduate course, approved by Dental Council of India"
290,290,"The Oxford Dental College and Hospital, Bangalore",Bengaluru,Karnataka,MDS Pedodontics,3 years,Full time,5.0,PG,,(DCI) Dental Council of India,A candidate for admission to the MDS course (Master of Dental Surgery) must have a degree of BDS (Bachelor of Dental Surgery) of an Indian University or an equivalent qualification recognized by the Dental Council of India and completed the compulsory rotary internship on or before 30th April of year of admission.,"MDS Pedodontics is full time three year post graduate course, approved by Dental Council of India"
291,291,"The Oxford Dental College and Hospital, Bangalore",Bengaluru,Karnataka,MDS Periodontics,3 years,Full time,8.0,PG,,(DCI) Dental Council of India,A candidate for admission to the MDS course (Master of Dental Surgery) must have a degree of BDS (Bachelor of Dental Surgery) of an Indian University or an equivalent qualification recognized by the Dental Council of India and completed the compulsory rotary internship on or before 30th April of year of admission.,"MDS Periodontics is full time three year post graduate course, approved by Dental Council of India"
292,292,"The Oxford Dental College and Hospital, Bangalore",Bengaluru,Karnataka,MDS Prosthodontics,3 years,Full time,8.0,PG,,(DCI) Dental Council of India,A candidate for admission to the MDS course (Master of Dental Surgery) must have a degree of BDS (Bachelor of Dental Surgery) of an Indian University or an equivalent qualification recognized by the Dental Council of India and completed the compulsory rotary internship on or before 30th April of year of admission.,"MDS Prosthodontics is full time three year post graduate course, approved by Dental Council of India"
293,293,"The Oxford Dental College and Hospital, Bangalore",Bengaluru,Karnataka,BDS,5 years,Full time,100.0,UG,17.16 lakhs,(DCI) Dental Council of India,"Pass in PUC/PDC/10+2 or equivalent with Science subject PCB and English 50% marks in aggregate (40% marks in case of SC/ST Karnataka candidates only).
Must have completed 17 years of age by 31st December of the year of admission.","Bachelor of Dental Science is full time five year under graduate course, approved by Dental Council of India. Govt. Quota fees- 49,500/- per yar (INR)."
294,294,"Venkateswara Dental College, Bangalore",Bengaluru,Karnataka,BDS,5 years,Full time,40.0,UG,17.16 lakhs,(DCI) Dental Council of India,The candidate should have passed in 10+2 science stream. The selection is based on entrance exam,"Bachelor of Dental Surgery (BDS) course is the duration of 5 years, which include 4 years of curriculum plus 1 year of rotating internship. affiliated with Sumandsthesieep and approved by Dental Council of India.
Govt. Quota fees- 49,500/- per year (INR)."
295,295,"Alluri Sitaramaraju Academy of Medical Sciences, Eluru",Somavarappadu,Andhra Pradesh,MBBS,5.5 years,Full time,150.0,UG,54.82 lakhs,(MCI) Medical Council of India,"1- Candidate must complete the age of 17 years on or before 31st December, of the year of admission to the MBBS course.
2. H.S.C / (+2) or equivalent qualification with English, Physics, Chemistry and Biology/Botany and Zoology with minimum marks as per MCI norms.","Bachelor of Medicine and Bachelor of Surgery (MBBS) course is the duration of 5.5 years, which include 4.5 years of curriculum plus 1 year of rotating internship. offered by Dr NTR University of Health Sciences, Vijayawada and approved by Medical Council of India."
296,296,"Alluri Sitaramaraju Academy of Medical Sciences, Eluru",Somavarappadu,Andhra Pradesh,MD Anatomy,3 years,Full time,4.0,PG,,(MCI) Medical Council of India,Candidate should have Passed MBBS Or its equivalent degree recognized by Medical Council of India.,"Doctor of Medicine in Anatomy is three-year full-time postgraduate course, offered by Dr NTR University of Health Sciences, Vijayawada with the approval of Medical Council of India."
297,297,"Alluri Sitaramaraju Academy of Medical Sciences, Eluru",Somavarappadu,Andhra Pradesh,MD General Medicine,3 years,Full time,12.0,PG,,(MCI) Medical Council of India,Candidate should have Passed MBBS Or its equivalent degree recognized by Medical Council of India.,"Doctor of Medicine in General Medicine is three-year full-time postgraduate course, offered by Dr NTR University of Health Sciences, Vijayawada with the approval of Medical Council of India."
298,298,"Alluri Sitaramaraju Academy of Medical Sciences, Eluru",Somavarappadu,Andhra Pradesh,MD Radio Diagnosis,3 years,Full time,5.0,PG,,(MCI) Medical Council of India,Candidate should have Passed MBBS Or its equivalent degree recognized by Medical Council of India.,"Doctor of Medicine in Radio Diagnosis is three-year full-time postgraduate course, offered by Dr NTR University of Health Sciences, Vijayawada with the approval of Medical Council of India."
299,299,"Alluri Sitaramaraju Academy of Medical Sciences, Eluru",Somavarappadu,Andhra Pradesh,MS ENT,3 years,Full time,4.0,PG,,(MCI) Medical Council of India,Candidate should have Passed MBBS Or its equivalent degree recognized by Medical Council of India.,"Master of Surgery in ENT is three-year full-time postgraduate course, offered by Dr NTR University of Health Sciences, Vijayawada with the approval of Medical Council of India."
300,300,"Alluri Sitaramaraju Academy of Medical Sciences, Eluru",Somavarappadu,Andhra Pradesh,MS Ophthalmology,3 years,Full time,4.0,PG,,(MCI) Medical Council of India,Candidate should have Passed MBBS Or its equivalent degree recognized by Medical Council of India.,"Master of Surgery in Ophthalmology is three-year full-time postgraduate course, offered by Dr NTR University of Health Sciences, Vijayawada with the approval of Medical Council of India."
301,301,"Alluri Sitaramaraju Academy of Medical Sciences, Eluru",Somavarappadu,Andhra Pradesh,Post Graduate Diploma in Ophthalmology,2 years,Full time,1.0,Diploma,,(MCI) Medical Council of India,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in Ophthalmology is a two-year full-time course. Affiliated to Dr NTR University of Health Sciences, Vijayawada, Approved by Medical Council of India."
302,302,"Alluri Sitaramaraju Academy of Medical Sciences, Eluru",Somavarappadu,Andhra Pradesh,Post Graduate Diploma in Oto Rhino Laryngology,2 years,Full time,1.0,Diploma,,(MCI) Medical Council of India,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in Oto Rhino Laryngology is a two-year full-time course. Affiliated to Dr NTR University of Health Sciences, Vijayawada, Approved by Medical Council of India."
303,303,"Alluri Sitaramaraju Academy of Medical Sciences, Eluru",Somavarappadu,Andhra Pradesh,Post Graduate Diploma in Radio Diagnosis,2 years,Full time,3.0,Diploma,,(MCI) Medical Council of India,The candidate should have MBBS or equivalent degree from recognized university.,"Post Graduate Diploma in Radio Diagnosis is a two-year full-time course. Affiliated to Dr NTR University of Health Sciences, Vijayawada, Approved by Medical Council of India."
304,304,"Rajiv Gandhi Institute of Medical Sciences, Ongole",Ongole,Andhra Pradesh,MBBS,5.5 years,Full time,100.0,UG,0.45 lakhs,(MCI) Medical Council of India,The candidate should have passed 10+2 with PCB group subject,Bachelor of Medicine and Bachelor of Surgery MBBS with the duration of 5.5 years full time offered by Dr.N.T.R. University of Health Sciences. It is approved by MCI India.
305,305,"Uttarakhand Ayurved University, Dehradun",Dehradun,Uttarakhand,BAMS,5.5 years,Full time,,UG,,(CCIM) Central Council for Indian Medicine,"12th standard with science or any other equivalent examination recognized by concerned State Governments and Education boards provided the candidate passes the examination with 50% aggregate marks in the subjects of Physics, Chemistry and Biology.
For foreign students an equivalent qualification to be approved by the university will be allowed.",Bachelor of Ayurvedic Medicine and Surgery is five-years 6-months duration (Compulsory Rotatory Internship - 12 months) full-time course recognized by Central Council of Indian Medicine.
306,306,"Uttarakhand Ayurved University, Dehradun",Dehradun,Uttarakhand,BHMS,5.5 years,Full time,,UG,,(CCH) Central Council of Homeopathy,"Minimal Qualification :
1. Intermediate Science (10+2) with Physics, Chemistry and Biology subjects or equivalent.
2. Attained the age of 17 years on or before 31st December of the year of his admission to the first year of the course.
3. Blind (including color blind), deaf and/or dumb candidates shall not be allowed for admission in the course.",Bachelors in Homeopathy Medicine and Surgery is 5.5 years including compulsory internship of one year duration after passing the final degree examination.
307,307,"Uttarakhand Ayurved University, Dehradun",Dehradun,Uttarakhand,MD Ayurveda,3 years,Full time,,PG,,(CCIM) Central Council for Indian Medicine,"Minimal Qualification :
1. Have, passed B.A.M.S. course from Ayurvedic Collage recognized by Central Council of Indian Medicine.
2. Are registered under any State/Central Council of Indian Medicine.
3. Have completed/will be completing Rotatory Compulsory Internship.",This is three-years duration full-time course recognized by Central Council of Indian Medicine.
308,308,"Uttarakhand Ayurved University, Dehradun",Dehradun,Uttarakhand,MS Ayurveda,3 years,Full time,,PG,,(CCIM) Central Council for Indian Medicine,"Minimal Qualification :
1. Have, passed B.A.M.S. course from Ayurvedic Collage recognized by Central Council of Indian Medicine.
2. Are registered under any State/Central Council of Indian Medicine.
3. Have completed/will be completing Rotatory Compulsory Internship.",This is three-years duration full-time course recognized by Central Council of Indian Medicine.
309,309,"Karuna Medical College, Palakkad",Vilayodi,Kerala,MBBS,5.5 years,Full time,100.0,UG,22.5 lakhs,(MCI) Medical Council of India,"1. He/She has completed the age of 17 years on or before the 31st of December of the year commencing the prescribed academic session of the said course.
2. The higher Secondary Examination or the Indian School Certificate Examination which is equivalent to 10+2 Higher Secondary Examination after a period of 12 years study, the last two years of study comprising of Physics, Chemistry,
Biology/Biotechnology with English with 50% marks for Physics, Chemistry and Biology together and 50% in biology separately. In respect of candidates belong to Scheduled Castes, Schedules Tribes or Other Backward Classes the marks obtained in Physics, Chemistry and Biology taken together in qualifying examination be 40% instead of 50% as above. The eligibility criteria for admission to persons with locomotory disability of lower limbs-will be a minimum of 45% marks instead of 50% taken together in qualifying examination and competitive entrance examination for admission in MBBS course.","Bachelor of Medicine and Bachelor of Surgery is 5.5 years full time course, which include 4.5 years of curriculum plus 1 year of rotating internship. Affiliated to Kerala University of Health Sciences, Thrissur and approved by MCI."
310,310,"Karuna Medical College, Palakkad",Vilayodi,Kerala,MD Anatomy,3 years,Full time,2.0,PG,,(MCI) Medical Council of India,The candidate should have passed in MBBS from a reconised university.,"Doctor of Medicine in Anatomy is three year full time course. Affiliated to Kerala University of Health Sciences, Thrissur and approved by MCI."
311,311,"Pacific Institute of Medical Sciences, Udaipur",Biliya,Rajasthan,MBBS,5.5 years,Full time,150.0,UG,72 lakhs,(MCI) Medical Council of India,The candidate should have passed 10+2 with PCB/PCM from any recognised board.,"Bachelor of Medicine and Bachelor of Surgery is 5.5 years full time course, which include 4.5 years of curriculum plus 1 year of rotating internship. Affiliated to Rajasthan University of Health Sciences, Jaipur and approved by MCI."
312,312,"Rajshree Medical Research Institute, Bareilly",Khirka,Uttar Pradesh,MBBS,5.5 years,Full time,150.0,UG,57.6 lakhs,(MCI) Medical Council of India,"Should have passed the 12th Class under the 10+2 Scheme/ Senior School Certificate Examination (CBSE) or Intermediate Science (I.Sc.) or an equivalent examination from a recognised University/ Board of any Indian State with ENGLISH, PHYSICS, CHEMISTRY and BIOLOGY.
Candidates who have appeared or are appearing in the qualifying examination with English, Physics, Chemistry and Biology as main subjects & expect to pass the examination with required percentage of marks are also eligible to apply and appear in the Competitive Entrance Examination. However, their candidature will be considered only if they provide documentary evidence of having passed the qualifying examination with the required subjects and percentage of marks.
If the Institute has to consider an examination of an Indian University or of a foreign University equivalent to the 12th class under 10+2 scheme/Intermediate Science examination, the candidates shall have to produce a certificate from the concerned Indian University/Association of the Indian Universities to the effect that the examination pass by him/her is considered by them to be equivalent to the 12th class under 10+2 scheme/Intermediate.","Bachelor of Medicine and Bachelor of Surgery is 5.5 years full time course, which include 4.5 years of curriculum plus 1 year of rotating internship. Affiliated to Mahatma Jyotiba Phule Rohilkhand University, Bareilly and approved by MCI."
313,313,"Rama Medical College Hospital and Research Centre, Hapur",Lakhan,Uttar Pradesh,MBBS,5.5 years,Full time,150.0,UG,50.85 lakhs,(MCI) Medical Council of India,"1. Candidate must complete the age of 17 years on or before 31st December, of the year of admission to the MBBS course.
2. H.S.C / (+2) or equivalent qualification with English, Physics, Chemistry and Biology/Botany and Zoology with minimum marks as per MCI norms.","Bachelor of Medicine and Bachelor of Surgery is 5.5 years full time course, which include 4.5 years of curriculum plus 1 year of rotating internship. Affiliated to Chaudhary Charan Singh University, Meerut and approved by MCI."
314,314,"Kamineni Institute of Dental Sciences, Narketpally",Narketpalli,Telangana,BDS,5 years,Full time,100.0,UG,16 lakhs,(DCI) Dental Council of India,"For the seats to be filled in by the Govt. through Dr. NTR UHS the students who have passed Intermediate / 10+2 or equivalent examination with Physics, Chemistry and Biology.","Bachelor of Dental Surgery is five years full time course. Affiliated to Dr NTR University of Health Sciences, Vijayawada and approved by UGC."
315,315,"Saraswati-Dhanwantari Dental College and Hospital and Post Graduate Research Institute, Parbhani",Parbhani,Maharashtra,MDS Conservative Dentistry and Endodontics,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,Candidate must passed BDS.,MDS Conservative Dentistry and Endodontics is full time three years course.
316,316,"Saraswati-Dhanwantari Dental College and Hospital and Post Graduate Research Institute, Parbhani",Parbhani,Maharashtra,MDS Oral Medicine and Radiology,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,Candidate must passed BDS.,MDS Oral Medicine and Radiology is full time three years course.
317,317,"Saraswati-Dhanwantari Dental College and Hospital and Post Graduate Research Institute, Parbhani",Parbhani,Maharashtra,MDS Oral Pathology and Microbiology,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,Candidate must passed BDS.,MDS Oral Pathology and Microbiology is full time three years course.
318,318,"Saraswati-Dhanwantari Dental College and Hospital and Post Graduate Research Institute, Parbhani",Parbhani,Maharashtra,MDS Orthodontics and Dentofacial Orthopedics,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,Candidate must passed BDS.,MDS Orthodontics and Dentofacial Orthopedics is full time three years course.
319,319,"Saraswati-Dhanwantari Dental College and Hospital and Post Graduate Research Institute, Parbhani",Parbhani,Maharashtra,MDS Pedodontics and Preventive Dentistry,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,Candidate must passed BDS.,MDS Pedodontics and Preventive Dentistry is full time three years course.
320,320,"Saraswati-Dhanwantari Dental College and Hospital and Post Graduate Research Institute, Parbhani",Parbhani,Maharashtra,MDS Periodontology,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,Candidate must passed BDS.,MDS Periodontology is full time three years course.
321,321,"Saraswati-Dhanwantari Dental College and Hospital and Post Graduate Research Institute, Parbhani",Parbhani,Maharashtra,MDS Prosthodontics and Crown and Bridge,3 years,Full time,3.0,PG,,(DCI) Dental Council of India,Candidate must passed BDS.,MDS Prosthodontics and Crown and Bridge is full time three years course.
