,Unnamed: 0,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
36,36,"The Indian Institute of Management and Technology, Haldwani",Haldwani,Uttarakhand,Diploma in Tourism Management,1 year,Full time,,Diploma,,,The candidate should have passed in 10+2 relevant subject for any recognized board.,Diploma in Tourism Management is a one year full time course.
37,37,"Aditya Degree College, Vizianagaram",Vizianagaram,Andhra Pradesh,BHM,3 years,Full time,,UG,,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,"Bachelor of Hotel Management (BHM) is three-year duration full-time course affiliated to Andhra University, Visakhapatnam."
38,38,"Aditya Degree College, Bhimavaram",Bhimavaram,Andhra Pradesh,BHM,3 years,Full time,,UG,,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,"Bachelor of Hotel Management (BHM) is three-year duration full-time course affiliated to Andhra University, Visakhapatnam."
39,39,"The Yenepoya College, Mangalore",Mangaluru,Karnataka,B.Sc Hospitality Science,3 years,Full time,,UG,,,The candidate should have passed in 10+2 science stream,"B.Sc Hospitality Science is a three year full time course affiliated by Yenepoya University, Mangalore"
40,40,"NSHM College of Management and Technology, Kolkata",Kolkata,West Bengal,BBA Hospital Management,3 years,Full time,,UG,,,10+2 passed from any board with English as a subject. Students from any stream can apply. Candidates appearing for Class XII final can also apply.,"This is a full time three year course affiliated to Maulana Abul Kalam Azad University of Technology, Kolkata."
41,41,"PDEA’s Waghire College of Arts Commere and Science, Saswad",Saswad,Maharashtra,B.Voc Tourism and Hospitality Management,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,"B.Voc Tourism and Hospitality Management is a three year full time course affiliated by Savitribai Phule Pune University, Pune"
42,42,"Brahmanand Group of Institutions, Bulandshahr",Bulandshahr,Uttar Pradesh,BHMCT,4 years,Full time,120.0,UG,2.84 lakhs,(AICTE) All India Council of Technical Education,"1. Through Counselling
The candidate must have passed the qualifying examination of class XII without grace in the subject Physics, Chemistry and Mathematics/Biology, with a minimum aggregate of 45% (GEN) and 40% (SC/ST) marks from any institution located in U.P. or whose parents are domicile of U.P.
2. For Direct Admission
The candidate must have passed 10+2 examination or equivalent from any recognized Board/University securing minimum 50% (GEN) and 45% (SC/ST) marks in aggregate in any stream. The candidate is required to pass without any grace in the each of the subject of the subject group.","Bachelor of Hotel Management Catering Technology is a full-time four year course affiliated to Dr APJ Abdul Kalam Technical University, Lucknow and approved by AICTE."
43,43,"Rayat and Bahra Institute of Hotel Management, Mohali",Sahauran,Punjab,B.Sc Airlines Tourism and Hospitality Management,3 years,Full time,40.0,UG,,(AICTE) All India Council of Technical Education,10+2(in any stream) from a recognized board.,"Bachelor of Science in Airlines Tourism and Hospitality Management is a full-time three-year course affiliated to Punjab Technical University, Jalandhar and approved by AICTE."
44,44,"Rayat and Bahra Institute of Hotel Management, Mohali",Sahauran,Punjab,B.Sc Hotel Management and Catering Technology,3 years,Full time,40.0,UG,,(AICTE) All India Council of Technical Education,10+2(in any stream) from a recognized board.,"Bachelor of Science in Hotel Management and Catering Technology is a full-time three year course affiliated to Punjab Technical University, Jalandhar and approved by AICTE."
45,45,"JP Institute of Hotel Management and Catering Technology, Meerut",Meerut,Uttar Pradesh,BHMCT,4 years,Full time,120.0,UG,3.32 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed 10+2 in any stream and minimum 50% aggregate with English as one of the Subject.,"Bachelors in Hotel Management and Catering Technology is four-years duration full-time course affiliated to Dr APJ Abdul Kalam Technical University, Lucknow and approved by All India Council for Technical Education."
46,46,"JP Institute of Hotel Management and Catering Technology, Meerut",Meerut,Uttar Pradesh,Diploma in Hotel Management and Catering Technology,3 years,Full time,,Diploma,1.25 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed 10+2 in any stream and minimum 50% aggregate with English as one of the Subject.,"Diploma in Hotel Management and Catering Technology is three-years duration full-time course affiliated to Uttar Pradesh Board of Technical Education, Lucknow."
0,0,"Dr BMN College of Home Science, Mumbai",Mumbai,Maharashtra,B. Sc Hospitality Management,3 years,Full time,,UG,,UGC,12th Pass from any recognized board or equivalent.,It is 3 year full time course.
1,1,"Naipunnya Institute of Management and Information Technology, Thrissur",Kizhakkummuri,Kerala,B. Sc Hotel Management and Catering Science,3 years,Full time,,UG,,(AICTE) All India Council of Technical Education,A pass in 10+2 or equivalent (eligible for higher studies) with a minimum 27 GPV* and good communication skills.,Bachelor of Science- Hotel Management & Catering Science is three years full time course offered by  University of Calicut
2,2,"Naipunnya Institute of Management and Information Technology, Thrissur",Kizhakkummuri,Kerala,B. Sc Hotel Management and Culinary Arts,3 years,Full time,,UG,,(AICTE) All India Council of Technical Education,A pass in 10+2 or equivalent (eligible for higher studies) with a minimum 27 GPV* and good communication skills.,Bachelor of Science- Hotel Management and Culinary Arts is three years full time course offered by  University of Calicut
3,3,"Microtek College of Management and Technology, Varanasi",Varanasi,Uttar Pradesh,Post Graduate Diploma in Hospital and Health Management,1 year,Full time,,PG,,,Graduation from any recognized university with relevant subjects.,"This is a full time one year course affiliated to Mahatma Gandhi Kashi Vidyapith, Varanasi."
4,4,"Guru Nanak Institute of Pharmaceutical Science and Technology School of Life Science, Kolkata",Kolkata,West Bengal,Bachelor in Hospital Management,3 years,Full time,30.0,UG,,(AICTE) All India Council of Technical Education,"The applicant should be passed / appeared in the Higher Secondary Examination in the general or vocational stream or the West Bengal Council of higher Secondary Education or its equivalent examination from a recognized university / Board with Science, Commerce and Arts background. Candidates applying for admission should have English as one of the subjects at the 10+2 level. The admission of the candidate would be subject to clearing as guidelines of affiliated University.
The admission of the candidate will be as per the norms and guidance of West Bengal University of Technology.","It is 3 year full time UG level course with affiliation of Maulana Abul Kalam Azad University of Technology, West Bengal and Approved by AICTE.."
5,5,"Sevdie Institute of Management and Technology, Lucknow",Lucknow,Uttar Pradesh,Diploma in Hotel Management and Catering Technology,3 years,Full time,60.0,Diploma,0.85 lakhs,(AICTE) All India Council of Technical Education,The candidates who complete the XII with English as one of the subject.,"Diploma in Hotel Management and Catering Technology is 3-year duration full-time course approved by All India Council for Technical Education and affiliated to Uttar Pradesh Board of Technical Education, Lucknow."
6,6,"JaganNath Institute of Management Sciences, Rohini",New Delhi,Delhi,BHM,3 years,Full time,,UG,3.15 lakhs,,The candidate should have passed in 10+2 with minimum 50% marks.,"Bachelor of Hotel Management is a three year full time course.
This programme is not subjected to approval by any Government of India regulatory bodies like UGC, AICTE etc."
7,7,"JaganNath Institute of Management Sciences, Rohini",New Delhi,Delhi,Bachelor of Airline Tourism and Hospitality Management,3 years,Full time,,UG,3.15 lakhs,,The candidate should have passed in 10+2 with minimum 50% marks.,"Bachelor of Airline, Tourism and Hospitality Management is a three year full time course.
This programme is not subjected to approval by any Government of India regulatory bodies like UGC, AICTE etc."
8,8,"Quantum University, Roorkee",Mandawar,Uttarakhand,BHM,3 years,Full time,,UG,2.34 lakhs,UGC,The candidate should have passed in 10+2 or equivalent examination in any Stream & minimum 45% marks in total.,"Bachelor of Hotel Management is a graduate course which introduces students to the hotel industry. The hotel industry is a part of the wider hospitality or service sector. Hence the course puts hotel industry in the wider perspective of the hospitality sector. As such students learn core aspects of hotel work which includes front office operation, hospitality, sales and marketing. The hotel industry is a global phenomenon; hence Employment Avenue is not limited to one country. Students can work at international level with MNCs and global service "
9,9,"Quantum University, Roorkee",Mandawar,Uttarakhand,DHM,2 years,Full time,,Diploma,0.96 lakhs,,The candidate should have passed in 10+2 or equivalent examination in any Stream with English as a subject and minimum 50% marks in total.,"Diploma in Hotel Management is two years (4 Semesters) program offered by Quantum University, Roorkee."
10,10,"The Business School, University of Kashmir, Srinagar",Srinagar,Jammu and Kashmir,MTHM,2 years,Full time,,PG,,(AICTE) All India Council of Technical Education,The candidate should have passed graduation with relevant combination.,"Master of Travel and Hospitality Management is two year full time course. Approved by AICTE and affiliated to University of Kashmir, Srinagar."
11,11,"University Institute of Hotel Management and Tourism, Punjab University, Chandigarh",Chandigarh,Chandigarh,BHMCT,4 years,Full time,60.0,UG,2.64 lakhs,NCHMCT,Through PUTHAT Entrance testCandidates who have passed 10+2 examination in any stream from recognized boards with minimum 50% of marks and English as one of the compulsory subjects.,"Bachelor of Hotel Management and Catering Technology is a four year full time course Constitute by Panjab University, Chandigarh"
12,12,"ICFAI University, Tura, Meghalaya",Tura,Meghalaya,BHM,4 years,Full time,,UG,1.02 lakhs,UGC,"Pass in 10 + 2 with aggregate 40% and above (any discipline).
Pass in 2 years Diploma in the relevant program. l Final year students are also eligible to apply.","The Bachelor of Hotel Management (BHM) is a four years full-time program provides insight into the hospitality industry and prepares students for a career in this fast growing field. Hotel management is growing at a rapid pace and with its endless opportunities, it opens the door for students to build a career in this field. The program gives the students the necessar...See More"
13,13,"ICFAI University, Mizoram",Aizawl,Mizoram,BHM,4 years,Full time,,UG,0.77 lakhs,UGC,Pass in 10+2 in any discipline with an aggregate marks of 40%. Final year students awaiting results may also apply.,"The Bachelor of Hotel Management (BHM) is a four years full-time Program provides insight on the Hotel Management industry and prepares students for a career in this fast growing field. It equips the students with the necessary skills, knowledge and exposure to the management and organization involved in providing products and services in this industry."
14,14,"Oriental School of Hotel Management, Lakkidi",Kunnathidavaka,Kerala,BHM,4 years,Full time,120.0,UG,10.51 lakhs,(AICTE) All India Council of Technical Education,Minimum qualification for admission to the above course is a pass in the examination of 10+2 system of Senior Secondary education or its equivalent. Those who are waiting for the result also can apply. Selections / Admissions are based on the performance in the Written Test and interview conducted by the University of Calicut at the Institute on a date notified by the University.,"Bachelor in Hotel Management is 4 years Professional Degree Programme affiliated to the University of Calicut, Kerala and approved by All India Council for Technical Education (AICTE), Govt. of India New Delhi."
15,15,"Oriental School of Hotel Management, Lakkidi",Kunnathidavaka,Kerala,B.Sc Hotel Management and Catering Science,3 years,Full time,,UG,6.55 lakhs,NCHMCT,Minimum qualification for admission to the above course is a pass in the examination of 10+2 system of Senior Secondary education or its equivalent with 50% marks. Those who are waiting for the result also can apply.,"Bachelor of Science in Hotel Management and Catering Science is 3 year Degree program affiliated with University of Calicut, Kerala. It is semester pattern consisting of six months each and the Industrial Exposure Training scheduled during the third year."
16,16,"Oriental School of Hotel Management, Lakkidi",Kunnathidavaka,Kerala,B.Sc Hotel Management and Culinary Arts,3 years,Full time,,UG,6.55 lakhs,NCHMCT,Minimum qualification for admission to the above course is a pass in the examination of 10+2 system of Senior Secondary education or its equivalent. Those who are waiting for the result also can apply.,Bachelor of Science in Hotel Management and Culinary Arts is 3 year degree course is in semester pattern consisting of six months each and the Industrial Exposure Training scheduled during the second year.
17,17,"Oriental School of Hotel Management, Lakkidi",Kunnathidavaka,Kerala,BHA,3 years,Full time,,UG,6.01 lakhs,NCHMCT,Minimum qualification for admission to the above course is a pass in the examination of 10+2 system of Senior Secondary education or its equivalent. Those who are waiting for the result also can apply.,"Bachelor in Hotel Administration is 3-year Degree program affiliated with University of Calicut, Kerala. The BHA program is designed to provide the hospitality industry a steady stream of competent young men and women with the necessary knowledge, skills, values and attitudes to occupy key operational positions."
18,18,"Oriental School of Hotel Management, Lakkidi",Kunnathidavaka,Kerala,MHM,2 years,Full time,,PG,3.25 lakhs,NCHMCT,Any candidate who has passed degree in Tourism or Hotel Management or in both from the University of Calicut or the same degree of any other University or Institute in any state recognized by UGC or AICTE with a minimum of 45% marks is eligible for admission. The 70% of the total seats are reserved for above graduates. The remaining 30% are reserved for the candidates who have passed degree from any other stream with a minimum of 45% marks.,"Master Of Hotel Management is 2-year duration Post Graduate degree program in Hotel Management affiliated to the University of Calicut, Malappuram."
19,19,"Dr DY Patil Vidya Pratishthan Society's Dr DY Patil Institute of Hotel Management and Catering Technology, Pune",Dattwadi,Maharashtra,BHMCT,4 years,Full time,60.0,UG,4.41 lakhs,(AICTE) All India Council of Technical Education,Candidate should have passed the H.S.C. (Std XII) examination of Maharashtra State Board of Secondary & Higher Secondary Education or its equivalent examination in Science/Home Science Commerce/Arts/MCVC with English as one of the subject and secured minimum 45% marks in aggregate (40% marks in aggregate for reserved class category candidates belonging to Maharashtra State only).,"This is a full time four year course affiliated to Savitribai Phule Pune University, Pune and approved by AICTE."
20,20,"Sinhgad Institute of Hotel Management and Catering Technology, Lonavala",Lonavala,Maharashtra,BHMCT,4 years,Full time,60.0,UG,3.68 lakhs,(AICTE) All India Council of Technical Education,Any candidate who has passed HSC (10+2) through Maharashtra State Board of Secondary & higher Secondary education or its equivalent (10+2) examination Arts/ science/ commerce / MCVC stream can apply for the above-named course.,It is 4-year duration full-time course.
21,21,"Tuli College of Hotel Management, Nagpur",Nagpur,Maharashtra,BHM Catering Technology,4 years,Full time,,UG,,NCHMCT,The candidate should have passed in 10+2 science stream.,BHM Catering Technology is a 4 year full time course.
22,22,"Tuli College of Hotel Management, Nagpur",Nagpur,Maharashtra,Bachelors in Hospitality Studies,3 years,Full time,,UG,,NCHMCT,The candidate should have passed in 10+2 science stream.,Bachelors in Hospitality Studies is a 3 year full time course.
23,23,"Advanced Information and Management Studies, Durgapur",Durgapur,West Bengal,Bachelor Degree in Hospitality Management,3 years,Full time,60.0,UG,,UGC,The candidate should have passed in 10+2 related stream.,Bachelor Degree in Hospitality Management is a 3 year full time course.
24,24,"International Institute of Hotel Management, Pune",Pune,Maharashtra,B.Sc Hotel Management,3 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 science stream.,This is a 3 year full time course.
25,25,"International Institute of Hotel Management, Pune",Pune,Maharashtra,BA Hospital Management,3 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 any stream.,This is a 3 year full time course.
0,0,"Madras Christian College, Chennai",Chennai,Tamil Nadu,B.Voc Hospitality and Tourism Self Financed,3 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 with the relevant stream in any recognized board. ,"Bachelor of Vocational in Hospitality and Tourism Self Financed is full time three year course degree offered by University of Madras, Chennai and approved by UGC."
1,1,"Bhagwant University, Ajmer",Makadwali,Rajasthan,Advanced Diploma Hotel Management,2 years,Full time,30.0,Diploma,,,10+2 in any discipline/ Diploma,"Advanced Diploma Hotel Management is two years full time program offered by Bhagwant University, Ajmer
Specialization- Aviation, Hospitality & Tourism"
2,2,"Bhagwant University, Ajmer",Makadwali,Rajasthan,B.Sc Hotel Management,3 years,Full time,15.0,UG,,UGC,10+2 in any discipline with qualifying examination UJET/ENET,"Bachelor of Science in Hotel Management is three years (6 Semester) full-time undergraduate program offered by Bhagwant University, Ajmer with the approval of UGC.
Specialization- Food Production, Food & Beverage Services, House Keeping Managemen"
3,3,"Bhagwant University, Ajmer",Makadwali,Rajasthan,BHMCT,4 years,Full time,15.0,UG,,UGC,10+2 in any discipline with qualifying examination/ UJET/ ENAT,"Bachelor of Hotel Management and Catering Technology (BHMCT) is four years (8 Semester) full-time undergraduate program offered by Bhagwant University, Ajmer with the approval of UGC.
Specialization- Front Office Management, Food Production, Food & Beverage Management, House Keeping Management,"
4,4,"Bhagwant University, Ajmer",Makadwali,Rajasthan,Diploma in Hospitality,1 year,Full time,30.0,Diploma,,,The candidate should have passed in 10 class.,"Diploma in Diploma in Hospitality is one year's full-time Diploma course offered by Bhagwant University, Ajmer"
5,5,"Bengal Institute of Technology and Management, Santiniketan",Gopalnagar,West Bengal,BBM Hons Hospitality Management,3 years,Full time,60.0,UG,,UGC,10+2 passed or appeared from any recognized board / Council in any stream.,"BBM (H) in Hospitality Management is a three year full time course Affiliated to Maulana Abul Kalam Azad University of Technology, Kolkata"
6,6,"Ponnaiyah Ramajayam Institute of Science and Technology, Thanjavur",Vallam,Tamil Nadu,M. Phil Hospital Management,2 years,Full time,,PG,0.92 lakhs,UGC,Post Graduate Degree obtained from any recognized University and obtained at least 55% marks at the qualifying Examination,It is 2 year full time M. Phil degree course.
7,7,"Sir Padampat Singhania University, Udaipur",Udaipur,Rajasthan,BHM,4 years,Full time,,UG,4.8 lakhs,UGC,"The candidate should have passed in 10+2 in science, humanities or commerce or its equivalent examinations from a recognized board","Bachelor in Hotel Management is a full time 4 year degree program offered by Sir Padampat Singhania University. The Baccalaureate program is designed to meet the competence requirements to be successful in a hospitality business. The combination of study, in all aspects of hotel management, and practical training in operational areas offers an education that is truly ...See More"
8,8,"Peoples University, Bhopal",Bhopal,Madhya Pradesh,Bachelors in Hotel Management BHMCT,4 years,Full time,60.0,UG,2.3 lakhs,UGC,"The minimum qualification for admission to first semester of Bachelor of Hotel Management &
Catering Technology of four year’s (Eight semester) course shall be the passing of 10+2 examination
or any other equivalent examination in any stream through a recognized board with 50% marks for
general category and 40% marks for scheduled castes/scheduled tribes and other backward classes.",
9,9,"Alakh Prakash Goyal Shimla University, Shimla",Taradevi,Himachal Pradesh,Bachelor in Hotel Management,3 years,Full time,,UG,,UGC,25% Concession on 70% and above in +2. 15% Concession on 60% and above in +2.,"School of Hospitality under APG (Alakh Prakash Goyal) Shimla University, came into existence in year 2012, this school is designed and aimed to provide highly skilled service professionals to the hospitality industry. The institution is well equipped with academic and technical resources which provide a state of art experience of various sectors of hospitality industr...See More"
10,10,"Dr YSR National Institute of Tourism and Hospitality Management, Hyderabad",Hyderabad,Telangana,BBA Tourism and Hospitality,4 years,Full time,,UG,3.34 lakhs,NCHMCT,"Intermediate pass or equivalent (10+2 stream) / 3-years Diploma in Travel & Tourism / 3-years Diploma in Hospitality & Catering Technology from any Govt. recognized college. Reservation: SC 15%, ST 6%, Physically Handicapped 3%, BC as per A.P. Govt, norms as on date of interview, 1/3 seats for women students. A few seats are earmarked for foreign candidates and those sponsored by Industry, NRI's and Entrepreneurs.","B.B.A in Tourism and Hospitality degree is suited for students who wish to specialize in Tourism & Hospitality management. Apart from giving the student a perspective into the different aspects of running a travel agency including business management, finance & accounting, staffing & marketing, B.B.A. Tourism and Hospitality specialisation exposure students specifical...See More"
11,11,"Dr YSR National Institute of Tourism and Hospitality Management, Hyderabad",Hyderabad,Telangana,MBA Tourism and Hospitality,2 years,Full time,,PG,2.06 lakhs,NCHMCT,"Admissions are open for Full Time MBA (Tourism & Hospitality) Program (Duration: 4 Semesters). The selection is strictly made on the basis of merit. Students who have completed an Undergraduate Degree, including Toruism & Hospitality Graduates with 50% marks aggregate (can be relaxed by 5% for SC/ST candidates), are eligible for admission to the MBA (T&H;) Course.",The MBA Tourism and Hospitality Management is a Two Year (02) Full Time Program in collaboration with Jawaharlal Nehru Technological University (JNTU-H) consisting of Four Semesters (04) with industrial exposure training. This Course is offered exclusively by NITHM at its campus in Hyderabad. The curriculum and syllabus is based on guidelines prescribed by Industry & ...See More
12,12,"Dr YSR National Institute of Tourism and Hospitality Management, Hyderabad",Hyderabad,Telangana,PGDM Tourism Management,2 years,Full time,120.0,PG,2.06 lakhs,(AICTE) All India Council of Technical Education,"The selection is made strictly on the basis of merit. The candidate must hold a Bachelor’s Degree of any stream including those of Tourism and Hospitality, with atleast 50% marks (45% incase of candidates belonging to SC/ST categories), are eligible for admission to the PGDM – TM course.","PGDM-TM is an AICTE approved 2 years full time program offered uniquely with focus on Tourism Management, Entrepreneurship, Theory & practice of Tourism development.
Post graduate diploma in management- Tourism Management is designed as a broad and truism industry focused program to equip students with knowledge of tourism and travel besides analytical and conceptual...See More"
13,13,"Pailan College of Management and Technology, Kolkata",Kolkata,West Bengal,BBA Hospital Management Hons,3 years,Full time,,UG,2.08 lakhs,,Passed 10+2 examination from any recognised board with English,Duration of the course shall be spread over 3 Years.
14,14,"Vikram University, Ujjain",Ujjain,Madhya Pradesh,PGD Heritage Management,1 year,Full time,20.0,PG,0.105 lakhs,,The candidate should have passed graduate degree with the relative subject from any recognized College or University.,"PGD Heritage Management is one year's program offered by Vikram University, Ujjain."
15,15,"Vikram University, Ujjain",Ujjain,Madhya Pradesh,PGD Museology,1 year,Full time,15.0,Diploma,0.065 lakhs,,The candidate should have passed graduate degree with the relative subject from any recognized College or University.,"PGD Museology is one year's program offered by Vikram University, Ujjain."
16,16,"Vikram University, Ujjain",Ujjain,Madhya Pradesh,PGD Tour and Hotel Management,1 year,Full time,20.0,PG,0.105 lakhs,,The candidate should have passed graduate degree with the relative subject from any recognized College or University.,"PGD Tour and Hotel Management is one year's program offered by Vikram University, Ujjain."
17,17,"Gulzar Group of Institutes, Ludhiana",Ludhiana,Punjab,BMS Airline Tourism and Hospitality Management,3 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 or its equivalent from any recognized College or Board.,"Bachelor of Management Studies in Airline Tourism and Hospitality Management is three years Undergraduate program affiliated with IK Gujral Punjab Technical University, Jalandhar."
18,18,"Gulzar Group of Institutes, Ludhiana",Ludhiana,Punjab,BMS Hotel Management and Catering Technology,3 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 or its equivalent from any recognized College or Board.,"Bachelor of Management Studies in Hotel Management and Catering Technology is three years Undergraduate program affiliated with IK Gujral Punjab Technical University,"
19,19,"Institute of Science and Management, Ranchi",Ranchi,Jharkhand,B.Sc Hotel Management,3 years,Full time,,UG,,UGC,A pass in 10+2 Higher Secondary Examinations,This is a three-years full- time Degree in Hotel Management approved by University Grant Commission- Govt. of India
20,20,"Institute of Science and Management, Ranchi",Ranchi,Jharkhand,Diploma in Hotel Management and Catering Technology,3 years,Full time,90.0,Diploma,,(AICTE) All India Council of Technical Education,10 + 2 in any stream with 50% marks.,"3-Year Diploma in Hotel Management & Catering Technology Recognised by AICTE Govt. of India and Affiliated to State Board of Technical Education, Govt. of Jharkhand
Three year Diploma in Hotel Mgmt. & Catering Technology has annual examination every year conducted by the State Board of Technical Education, Govt. of Jharkhand. In second year the students have to go fo...See More"
21,21,"Saurashtra University, Rajkot",Rajkot,Gujarat,PGD Hospital Management,1 year,Full time,,Diploma,,UGC,The candidate should have passed in the relevant graduate degree in any recognized university.,"Post Graduate Diploma in Hospital Management is full time one year course diploma offered by Saurashtra University, Rajkot and approved by UGC."
22,22,"Hemchandracharya North Gujarat University, Patan",Patan,Gujarat,B.Voc Tourism and Hospitality Management,3 years,Full time,50.0,UG,0.025 lakhs,UGC,Candidate must have passed 10+2 in any stream from recognized board,B.Voc Tourism and Hospitality Management is full time three year course
23,23,"Hemchandracharya North Gujarat University, Patan",Patan,Gujarat,MHM,2 years,Full time,40.0,PG,0.2 lakhs,UGC,"Graduates in Medical & Pam Medical including Bio-Medical Engineering. B. Sc (Biotech) and Master Degree in Medical Sci. subject (Microbiology, Biochemistry) with 50% marks",Master of Hospital Management is full time two year Post Graduate degree course
24,24,"Bhagat Phool Singh Mahila Vishwavidyalaya, Khanpur Kalan",Khanpur Kalan,Haryana,B Sc In Hospitality And Hotel Administration,3 years,Full time,40.0,UG,0.3 lakhs,UGC,10+2,
0,0,"Mewar University, Chittorgarh",Nolagadri Ka Khera,Rajasthan,Executive MBA Collaboration with ITDC,1.53 years,Full time,,PG,,,The candidate should have passed Graduation in hotel management with two years working experience.,MBA Executive Collaboration with ITDC in the subjects Hospitality and Tourism Management is one year (2 semesters) program.
1,1,"Maharishi Arvind Institute of Engineering and Technology, Jaipur",Jaipur,Rajasthan,BHM,4 years,Full time,90.0,UG,,,The candidate should have passed in 10+2 or its equivalent from any recognized Board / University,"This is a four year full time programme leading to a Management Degree in Hotel Management from the Rajasthan Technical University ,Kota"
2,2,"Institute of Hotel Management Catering Technology and Applied Nutrition, Bhubaneswar",Bhubaneshwar,Odisha,Post graduate Diploma in Accommodation Operation Management,1.5 years,Full time,30.0,PG,,NCHMCT,Graduation in any Stream with English as a Subject. Upper Age Limit 25,"<p>ccommodation operation and management is a responsible hob with an attractive image. It is especially suitable for people who enjoy meeting and dealing with people. The job involves the sale of rooms so as to maximize office and the entire hotel. It has two departments, the front office and Housekeeping. The front office is involved in the sale of rooms throu...See More"
3,3,"Amity School of Distance Learning, Noida",Noida,Uttar Pradesh,Post Graduate Diploma in Hospital Administration,1 year,Distance,,Diploma,0.647 lakhs,UGC,"Applicant Must Possess Sufficient Knowledge and understanding of ENGLISH LANGUAGE & COMMUNICATION.
Candidates whose first Language is not English must have done at least past three (3) Years of Academic Qualification Under English Medium.",This is one-year (2 semesters) program offering comprehensive study of a wide range of theoretical concepts and functional areas in Hospital Administration.
4,4,"Amity School of Distance Learning, Noida",Noida,Uttar Pradesh,Post Graduate Diploma in Hospitality Management,1 year,Distance,,Diploma,0.647 lakhs,UGC,"Applicant Must Possess Sufficient Knowledge and understanding of ENGLISH LANGUAGE & COMMUNICATION.
Candidates whose first Language is not English must have done at least past three (3) Years of Academic Qualification Under English Medium.",This is one-year (2 semesters) program offering comprehensive study of a wide range of theoretical concepts and functional areas in Hospitality Management.
5,5,"Administrative Management College, Bangalore",Bengaluru,Karnataka,BHM,4 years,Full time,,UG,2 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed in 10+2 with relevant subject.,"This is a full-time four-year course affiliated to Bangalore University, Bangalore and approved by University Grants Commission."
6,6,"Guru Nanak Institute of Hotel Management, Kolkata",Kolkata,West Bengal,BA international Culinary arts,3 years,Full time,,UG,4.25 lakhs,UGC,"Higher secondary( 10+2) appeared or passed can apply ( any stream arts, science, commerce). ","BA in international Culinary arts + Top class certificate from the USA + Abroad International Internship training + International or National placement. This program affiliated with Maulana Abul Kalam Azad University of Technology, Kolkata and approved by UGC. "
7,7,"Guru Nanak Institute of Hotel Management, Kolkata",Kolkata,West Bengal,BBA Advanced Hospitality and Hotel Management,6 years,Full time,,UG,4.25 lakhs,UGC,"Higher secondary( 10+2) appeared or passed can apply ( any stream arts, science, commerce).","BBA in Advanced Hospitality and Hotel Management + Top class certificate from the USA + Abroad International Internship training + International or National placement.This program affiliated with Maulana Abul Kalam Azad University of Technology, Kolkata and approved by UGC."
8,8,"Guru Nanak Institute of Hotel Management, Kolkata",Kolkata,West Bengal,BHMCT,4 years,Full time,60.0,UG,4.75 lakhs,(AICTE) All India Council of Technical Education,"Higher secondary( 10+2) appeared or passed can apply ( any stream arts, science, commerce).",This is four-year full-time Bachelor Degree in Hotel Management and Catering Technology course affiliated to the West Bengal University of Technology and approved by the AICTE and UGC. Bachelor Degree in Hotel Management and Catering Technology + Top class certificate from the USA + Abroad International Internship training + International or National placement.
9,9,"Guru Nanak Institute of Hotel Management, Kolkata",Kolkata,West Bengal,BHSM Hons,4 years,Full time,,UG,4.75 lakhs,NCHMCT,"Higher secondary( 10+2) appeared or passed can apply ( any stream arts, science, commerce).",Bachelor Degree in Hospitality Management is a four-year full-time course approved by UGC and NCHMCT. Bachelor Degree in Hospitality Management ( H)+ Top class certificate from the USA + Abroad International Internship training + 100% International or National placement.
10,10,"Guru Nanak Institute of Hotel Management, Kolkata",Kolkata,West Bengal,Diploma in Hotel Operation,1 year,Full time,,Diploma,1.86 lakhs,,10+2 or Equivalent,Diploma in Hotel operation Top class certificate from the USA + Abroad International Internship training + International or National placement. it is one year (2 Semesters) diploma program.
11,11,"Mangalore University, Mangalore",Phajeer,Karnataka,M.B.A. Tourism Administration,2 years,Full time,31.0,PG,0.435 lakhs,UGC,"Eligibility for admission to Master of Business Administration Tourism Administration shall be a pass in any bachelors degree examination of Mangalore University or other University considered as equivalent thereto with not less than 40% in respect of Scheduled Castes, Scheduled Tribes and category- I candidates and not less than 45% of the aggregate including language subjects in all the years of course of study for others.",Business Administration at Mangalore University was founded in 1981 and 28 batches have passed out from its portal. Top priority is accorded here towards the creation of management graduates with strong fundamentals and firm basics of management.
